monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,Cooking Allowed,Sauna,Gymnasium,Multipurpose hall,Minimart,Internet,Squash Court,Jogging Track,Club house,Washing Machine,Security,Barbeque area,Lift,Air-Cond,Playground,Swimming Pool,Tennis Court,Near KTM/LRT,location_bin
1300.0,Puncak Alam,Townhouse Condo,3.0,1.0,2.0,1191,0,Selangor,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1900.0,Cyberjaya,Condominium,1.0,2.0,3.0,1400,1,Selangor,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,3
2500.0,Cyberjaya,Apartment,3.0,2.0,2.0,1400,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1380.0,Puchong,Service Residence,2.0,3.0,2.0,1085,1,Selangor,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,2
1000.0,Petaling Jaya,Apartment,3.0,1.0,2.0,850,0,Selangor,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,3
1300.0,Damansara Damai,Service Residence,3.0,1.0,2.0,1200,0,Selangor,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,2
950.0,Subang Jaya,Apartment,3.0,1.0,2.0,869,1,Selangor,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,3
1800.0,Kajang,Apartment,4.0,2.0,2.0,1127,2,Selangor,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,2
1300.0,Kajang,Apartment,3.0,2.0,2.0,920,0,Selangor,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2
750.0,Puchong,Flat,3.0,0.0,1.0,690,0,Selangor,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,2
1000.0,Shah Alam,Apartment,3.0,2.0,2.0,813,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1500.0,Kajang,Apartment,3.0,2.0,2.0,1023,2,Selangor,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,2
1100.0,Kajang,Condominium,3.0,2.0,2.0,1300,1,Selangor,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,2
2500.0,Cyberjaya,Condominium,3.0,2.0,2.0,1390,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
850.0,Puchong,Apartment,3.0,1.0,2.0,786,0,Selangor,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
950.0,Petaling Jaya,Apartment,3.0,1.0,2.0,850,0,Selangor,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3
1000.0,Petaling Jaya,Apartment,3.0,0.0,1.0,770,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
700.0,Shah Alam,Flat,3.0,1.0,2.0,650,0,Selangor,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
950.0,Bangi,Apartment,3.0,2.0,2.0,1000,1,Selangor,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,2
550.0,Seri Kembangan,Apartment,3.0,1.0,2.0,680,1,Selangor,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
950.0,Seri Kembangan,Apartment,3.0,1.0,2.0,800,1,Selangor,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
850.0,Sungai Buloh,Condominium,3.0,1.0,2.0,850,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1800.0,Shah Alam,Service Residence,4.0,2.0,3.0,1035,1,Selangor,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,3
2200.0,Subang Jaya,Condominium,1.0,1.0,2.0,750,2,Selangor,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3
1500.0,Sepang,Condominium,3.0,2.0,2.0,818,1,Selangor,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,2
1100.0,Shah Alam,Studio,1.0,1.0,1.0,450,1,Selangor,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,3
1900.0,Cyberjaya,Condominium,3.0,2.0,2.0,1010,1,Selangor,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,3
1000.0,Puchong,Apartment,3.0,1.0,2.0,738,1,Selangor,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,2
1650.0,Puchong,Service Residence,3.0,2.0,2.0,1000,1,Selangor,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,2
1700.0,Shah Alam,Service Residence,3.0,1.0,2.0,1000,1,Selangor,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,3
1500.0,Shah Alam,Service Residence,2.0,2.0,2.0,750,1,Selangor,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,3
1500.0,Kota Kemuning,Service Residence,2.0,2.0,1.0,657,1,Selangor,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,6
1200.0,Cyberjaya,Service Residence,1.0,1.0,1.0,450,2,Selangor,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,3
950.0,Setia Alam,Apartment,3.0,1.0,2.0,850,0,Selangor,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,4
850.0,Klang,Apartment,3.0,1.0,2.0,850,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1200.0,Dengkil,Service Residence,1.0,1.0,1.0,439,2,Selangor,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,2
1150.0,Batu Caves,Apartment,3.0,1.0,2.0,890,1,Selangor,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,2
800.0,Cheras,Apartment,3.0,0.0,2.0,659,0,Selangor,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1800.0,Cyberjaya,Condominium,3.0,2.0,2.0,1070,2,Selangor,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,3
1400.0,Kajang,Service Residence,3.0,2.0,2.0,1120,2,Selangor,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1500.0,Klang,Service Residence,3.0,1.0,2.0,840,0,Selangor,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,3
1200.0,Bangi,Service Residence,1.0,1.0,1.0,454,2,Selangor,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2
1500.0,Cyberjaya,Service Residence,3.0,1.0,2.0,946,2,Selangor,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,3
1500.0,Klang,Service Residence,3.0,1.0,2.0,840,0,Selangor,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,3
1250.0,Petaling Jaya,Apartment,3.0,1.0,2.0,850,1,Selangor,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3
500.0,Rawang,Apartment,3.0,1.0,2.0,700,1,Selangor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
800.0,Damansara Damai,Apartment,3.0,1.0,2.0,800,0,Selangor,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
1400.0,Seri Kembangan,Condominium,3.0,2.0,2.0,1185,1,Selangor,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2
2500.0,Seri Kembangan,Service Residence,4.0,2.0,2.0,1168,2,Selangor,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2
2200.0,Bandar Sunway,Condominium,4.0,1.0,2.0,1200,2,Selangor,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,4
950.0,Petaling Jaya,Studio,1.0,0.0,1.0,460,1,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1000.0,Petaling Jaya,Studio,1.0,1.0,1.0,460,2,Selangor,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
1999.0,Ampang,Condominium,3.0,0.0,2.0,1394,1,Selangor,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,3
900.0,Puchong,Apartment,3.0,1.0,2.0,815,0,Selangor,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2
1600.0,Shah Alam,Apartment,3.0,1.0,2.0,1076,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1300.0,Kajang,Service Residence,1.0,1.0,1.0,518,2,Selangor,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2
500.0,Kuala Selangor,Flat,3.0,0.0,2.0,650,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2400.0,Damansara Perdana,Condominium,3.0,2.0,2.0,849,2,Selangor,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,3
1400.0,Seri Kembangan,Service Residence,2.0,2.0,2.0,850,1,Selangor,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,2
1000.0,Sepang,Condominium,1.0,1.0,1.0,500,2,Selangor,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,2
2500.0,Damansara Perdana,Condominium,3.0,2.0,2.0,1025,1,Selangor,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,3
1000.0,Damansara Damai,Apartment,3.0,1.0,2.0,850,1,Selangor,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
1350.0,Puchong,Condominium,3.0,1.0,2.0,850,2,Selangor,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,2
2400.0,Puchong,Condominium,2.0,2.0,2.0,1011,1,Selangor,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,2
1100.0,Puchong,Apartment,3.0,1.0,2.0,738,2,Selangor,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2
1300.0,Kajang,Condominium,3.0,2.0,3.0,1022,1,Selangor,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2
2500.0,Ampang,Service Residence,2.0,2.0,2.0,780,2,Selangor,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,3
1450.0,Puchong,Condominium,3.0,1.0,2.0,850,2,Selangor,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2
1700.0,Seri Kembangan,Service Residence,3.0,2.0,2.0,1039,2,Selangor,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,2
1000.0,Damansara Damai,Apartment,3.0,1.0,2.0,850,1,Selangor,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,2
1250.0,Bangi,Apartment,3.0,2.0,2.0,955,1,Selangor,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2
800.0,Damansara Damai,Apartment,3.0,0.0,2.0,650,1,Selangor,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2
1500.0,Shah Alam,Service Residence,1.0,1.0,1.0,700,2,Selangor,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3
1400.0,Shah Alam,Condominium,1.0,1.0,1.0,660,2,Selangor,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,3
1500.0,Shah Alam,Service Residence,2.0,1.0,1.0,450,2,Selangor,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,3
1900.0,Shah Alam,Condominium,2.0,0.0,2.0,850,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1200.0,Batu Caves,Service Residence,3.0,2.0,2.0,1052,1,Selangor,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,2
700.0,Sepang,Condominium,1.0,1.0,1.0,450,0,Selangor,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,2
700.0,Salak Tinggi,Condominium,1.0,1.0,1.0,450,0,Selangor,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1
2000.0,Shah Alam,Condominium,2.0,1.0,2.0,863,2,Selangor,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,3
1590.0,Kajang,Service Residence,2.0,1.0,2.0,856,2,Selangor,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2
999.0,Petaling Jaya,Apartment,3.0,1.0,2.0,811,1,Selangor,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,3
2200.0,Cyberjaya,Condominium,3.0,1.0,2.0,990,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2150.0,Klang,Service Residence,3.0,1.0,2.0,1295,2,Selangor,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,3
950.0,Puchong,Service Residence,2.0,1.0,2.0,818,0,Selangor,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2
1800.0,Kelana Jaya,Condominium,4.0,1.0,2.0,1300,1,Selangor,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5
1500.0,Sungai Buloh,Studio,1.0,1.0,1.0,450,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
800.0,Balakong,Apartment,3.0,1.0,2.0,850,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2150.0,Klang,Condominium,3.0,0.0,2.0,1295,2,Selangor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2200.0,Sungai Buloh,Service Residence,2.0,2.0,1.0,800,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
850.0,Semenyih,Apartment,2.0,2.0,3.0,850,0,Selangor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1700.0,Batu Caves,Service Residence,2.0,1.0,2.0,1000,2,Selangor,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,2
1500.0,Kajang,Condominium,1.0,1.0,1.0,501,2,Selangor,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2
2099.0,Cyberjaya,Service Residence,3.0,2.0,2.0,970,2,Selangor,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,3
1200.0,Setia Alam,Service Residence,1.0,0.0,1.0,486,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2800.0,Klang,Service Residence,4.0,1.0,3.0,1317,2,Selangor,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,3
2000.0,Klang,Service Residence,3.0,1.0,2.0,1067,1,Selangor,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,3
2700.0,Seri Kembangan,Service Residence,3.0,2.0,2.0,1357,2,Selangor,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,2
2600.0,Port Klang,Service Residence,3.0,3.0,2.0,1100,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
750.0,Puchong,Apartment,4.0,1.0,2.0,800,0,Selangor,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1150.0,Shah Alam,Apartment,3.0,0.0,2.0,850,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
899.0,Kajang,Condominium,3.0,2.0,2.0,850,1,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1200.0,Shah Alam,Apartment,3.0,0.0,2.0,850,2,Selangor,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2200.0,Klang,Condominium,3.0,0.0,2.0,1250,2,Selangor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
900.0,Shah Alam,Apartment,3.0,1.0,2.0,850,1,Selangor,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3
1000.0,Semenyih,Service Residence,3.0,2.0,2.0,893,0,Selangor,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
1100.0,Bandar Sunway,Condominium,1.0,1.0,1.0,505,2,Selangor,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,4
850.0,Kajang,Apartment,3.0,1.0,1.0,700,0,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1700.0,Shah Alam,Service Residence,2.0,1.0,1.0,850,2,Selangor,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,3
1500.0,Bandar Saujana Putra,Service Residence,3.0,2.0,2.0,1048,2,Selangor,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,3
1300.0,Kuala Langat,Condominium,3.0,2.0,2.0,870,0,Selangor,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,3
1250.0,Petaling Jaya,Apartment,3.0,1.0,2.0,850,1,Selangor,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,3
1300.0,Kuala Langat,Service Residence,3.0,2.0,2.0,1004,1,Selangor,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,3
950.0,Seri Kembangan,Apartment,3.0,1.0,2.0,850,0,Selangor,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,2
900.0,Seri Kembangan,Apartment,3.0,1.0,2.0,800,1,Selangor,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1600.0,Shah Alam,Service Residence,2.0,1.0,2.0,759,1,Selangor,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,3
1250.0,Damansara Damai,Condominium,3.0,2.0,2.0,751,0,Selangor,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2
1500.0,Subang Jaya,Condominium,3.0,1.0,2.0,850,2,Selangor,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,3
800.0,Puchong,Apartment,3.0,1.0,2.0,650,0,Selangor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
1400.0,Klang,Condominium,3.0,1.0,2.0,1400,2,Selangor,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,3
1400.0,Setia Alam,Apartment,3.0,2.0,2.0,950,1,Selangor,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,4
1100.0,Shah Alam,Apartment,3.0,1.0,2.0,850,1,Selangor,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3
950.0,Shah Alam,Condominium,1.0,1.0,1.0,490,2,Selangor,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,3
2000.0,Petaling Jaya,Condominium,3.0,1.0,2.0,1250,2,Selangor,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3
1300.0,Subang Jaya,Apartment,3.0,1.0,2.0,900,1,Selangor,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3
1800.0,Shah Alam,Condominium,4.0,2.0,2.0,1250,1,Selangor,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,3
1600.0,Seri Kembangan,Service Residence,3.0,2.0,2.0,1191,2,Selangor,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,2
1200.0,Putra Heights,Apartment,3.0,1.0,2.0,1000,1,Selangor,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2
1050.0,Cyberjaya,Service Residence,1.0,1.0,1.0,450,2,Selangor,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
799.0,Cyberjaya,Condominium,1.0,1.0,1.0,450,1,Selangor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
650.0,Kajang,Apartment,3.0,0.0,1.0,712,0,Selangor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1800.0,Subang Bestari,Service Residence,2.0,1.0,2.0,635,2,Selangor,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,2
1300.0,Ampang,Apartment,3.0,1.0,2.0,833,0,Selangor,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,3
550.0,Kajang,Flat,2.0,1.0,1.0,480,2,Selangor,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2
750.0,Kapar,Apartment,3.0,1.0,1.0,650,0,Selangor,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1500.0,Petaling Jaya,Apartment,3.0,1.0,2.0,882,1,Selangor,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3
1100.0,Bandar Bukit Raja,Apartment,3.0,5.0,2.0,1000,0,Selangor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1500.0,Puchong,Service Residence,3.0,2.0,2.0,975,2,Selangor,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,2
1000.0,Seri Kembangan,Condominium,3.0,1.0,2.0,901,2,Selangor,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,2
700.0,Sepang,Condominium,1.0,1.0,1.0,450,0,Selangor,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,2
750.0,Puchong,Apartment,3.0,1.0,2.0,673,0,Selangor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1500.0,Sepang,Apartment,3.0,2.0,2.0,850,2,Selangor,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,2
700.0,Sepang,Condominium,1.0,1.0,1.0,450,0,Selangor,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,2
1500.0,Klang,Condominium,3.0,0.0,2.0,840,1,Selangor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2500.0,Setia Alam,Apartment,3.0,1.0,2.0,985,1,Selangor,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,4
1200.0,Balakong,Service Residence,1.0,1.0,1.0,500,2,Selangor,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,2
1500.0,Balakong,Service Residence,3.0,2.0,2.0,1000,2,Selangor,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,2
1050.0,Batu Caves,Service Residence,3.0,1.0,2.0,1012,0,Selangor,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,2
1000.0,Petaling Jaya,Apartment,3.0,1.0,2.0,689,0,Selangor,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1300.0,Sepang,Service Residence,2.0,2.0,1.0,646,1,Selangor,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2
900.0,Seri Kembangan,Apartment,3.0,1.0,2.0,850,2,Selangor,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,2
1500.0,Bukit Jelutong,Service Residence,1.0,1.0,1.0,600,2,Selangor,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,5
800.0,Klang,Apartment,3.0,1.0,2.0,870,0,Selangor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
1100.0,Shah Alam,Flat,3.0,1.0,2.0,750,1,Selangor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1100.0,Shah Alam,Apartment,3.0,2.0,2.0,813,0,Selangor,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,3
1000.0,Bandar Sunway,Apartment,3.0,1.0,2.0,986,1,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1100.0,Seri Kembangan,Condominium,3.0,2.0,2.0,845,1,Selangor,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,2
1000.0,Shah Alam,Studio,1.0,1.0,1.0,450,1,Selangor,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3
1000.0,Bangi,Service Residence,3.0,1.0,2.0,969,1,Selangor,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2
2600.0,Setia Alam,Service Residence,3.0,1.0,2.0,1045,1,Selangor,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,4
900.0,Seri Kembangan,Service Residence,1.0,1.0,1.0,450,2,Selangor,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2
2300.0,Bandar Kinrara,Service Residence,2.0,2.0,2.0,861,2,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1200.0,Seri Kembangan,Condominium,3.0,2.0,2.0,845,1,Selangor,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,2
1150.0,Kajang,Apartment,3.0,2.0,2.0,1000,0,Selangor,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2
2300.0,Shah Alam,Service Residence,3.0,2.0,2.0,1351,2,Selangor,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,3
1200.0,Shah Alam,Condominium,2.0,1.0,2.0,800,1,Selangor,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,3
1800.0,Klang,Condominium,3.0,0.0,2.0,863,2,Selangor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1200.0,Ampang,Condominium,3.0,1.0,2.0,908,0,Selangor,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3
1200.0,Cyberjaya,Condominium,1.0,1.0,1.0,450,2,Selangor,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,3
1300.0,Kota Damansara,Condominium,3.0,1.0,2.0,850,2,Selangor,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1600.0,Subang Jaya,Studio,1.0,1.0,1.0,628,2,Selangor,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,3
1800.0,Cyberjaya,Condominium,3.0,2.0,2.0,950,2,Selangor,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,3
850.0,Petaling Jaya,Apartment,3.0,0.0,2.0,650,1,Selangor,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
2500.0,Setia Alam,Service Residence,3.0,1.0,2.0,985,1,Selangor,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,4
1350.0,I-City,Service Residence,2.0,0.0,1.0,586,2,Selangor,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4
1700.0,Sungai Buloh,Condominium,3.0,1.0,2.0,1144,2,Selangor,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3
1399.0,Cyberjaya,Duplex,2.0,2.0,2.0,1000,2,Selangor,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,3
1500.0,Shah Alam,Condominium,2.0,1.0,1.0,622,1,Selangor,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,3
1988.0,Bandar Saujana Putra,Service Residence,3.0,0.0,2.0,1204,2,Selangor,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3
1000.0,Cyberjaya,Condominium,1.0,1.0,1.0,450,2,Selangor,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,3
2800.0,Ulu Klang,Condominium,3.0,3.0,2.0,850,2,Selangor,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,6
